441
 81
 911
 189
 176
 99
 236
 622
 184

851
 45
 154
 255
 28
 526
 265
 292
 266

283
 61
 64
 112
 655
 446
 11
 99
 214
 500

327
 318
 35
 44
 142
 337
 403
 49
 19
 13

165
 28
 184
 824
 37
 12
 552
 479
 156

140
 345
 54
 70
 15
 21
 306
 1275
 878

439
 348
 18
 132
 676
 461
 86
 83
 160
 93

863
 217
 264
 144
 0
 920
 83
 174
 491

204
 134
 32
 493
 117
 493
 23
 65
 127
 72

305
 182
 101
 143
 333
 175
 498
 337
 211

68
 124
 622
 474
 468
 91
